Lead_ID,Lead_Date,MQL_Date,SQL_Date,Opportunity_Date,Won_Date,Deal_Value,Sales_Cycle_Days,Company_Name,Industry,Company_Size,Region,Lead_Source,Sales_Rep,Product_Interest,Engagement_Score,Lead_Status
L08360,2025-03-27,2025-04-02,2025-04-08,,,0,,Company_8360,Logistics,Small,Central,Google Ads,Neha,Cloud Solutions,52,Lost
L08361,2025-03-21,,,,,0,,Company_8361,Retail,Small,South,Website,Arjun,Cybersecurity,98,SQL
L08362,2025-12-23,,,,,0,,Company_8362,Healthcare,Enterprise,North,Referral,Neha,ERP Software,99,Lost
L08363,2025-02-24,,,,,0,,Company_8363,Finance,Mid-Market,North,Website,Arjun,Cloud Solutions,62,Lead
L08364,2025-07-04,,,,,0,,Company_8364,Technology,Enterprise,West,LinkedIn,Rahul,Analytics Platform,63,MQL
L08365,2025-07-22,2025-07-25,2025-07-28,,,0,,Company_8365,Retail,Enterprise,West,Email Campaign,Priya,Cybersecurity,69,Lead
L08366,2025-07-07,2025-07-11,,,,0,,Company_8366,Healthcare,Enterprise,East,Website,Rahul,Analytics Platform,68,MQL
L08367,2025-11-26,2025-12-02,,,,0,,Company_8367,Logistics,Small,West,Website,Rahul,CRM Software,61,MQL
L08368,2025-12-07,,,,,0,,Company_8368,Retail,Mid-Market,South,LinkedIn,Rahul,Cybersecurity,68,MQL
L08369,2025-02-06,,,,,0,,Company_8369,Manufacturing,Enterprise,North,Google Ads,Amit,Cloud Solutions,48,MQL
L08370,2025-11-03,2025-11-06,2025-11-08,2025-11-15,2025-12-08,842442,35.0,Company_8370,Manufacturing,Mid-Market,South,Referral,Amit,ERP Software,13,Won
L08371,2025-11-25,,,,,0,,Company_8371,Finance,Mid-Market,Central,Email Campaign,Amit,ERP Software,82,SQL
L08372,2025-11-10,,,,,0,,Company_8372,Logistics,Mid-Market,North,Trade Show,Vikash,Cybersecurity,31,MQL
L08373,2025-05-26,,,,,0,,Company_8373,Technology,Enterprise,North,Google Ads,Rahul,ERP Software,27,Lead
L08374,2025-12-03,,,,,0,,Company_8374,Technology,Small,South,Trade Show,Arjun,CRM Software,27,SQL
L08375,2025-11-13,,,,,0,,Company_8375,Technology,Small,Central,Referral,Priya,Cybersecurity,32,SQL
L08376,2025-08-22,,,,,0,,Company_8376,Finance,Enterprise,North,Referral,Sneha,Analytics Platform,71,Won
L08377,2025-05-06,,,,,0,,Company_8377,Retail,Enterprise,South,Website,Amit,Cybersecurity,32,Lead
L08378,2025-05-25,,,,,0,,Company_8378,Manufacturing,Enterprise,North,LinkedIn,Rahul,ERP Software,26,Lost
L08379,2025-11-20,2025-11-21,2025-11-26,2025-11-29,2025-12-26,986825,36.0,Company_8379,Healthcare,Small,North,Website,Vikash,ERP Software,30,Lead
L08380,2025-03-29,2025-04-02,2025-04-07,,,0,,Company_8380,Technology,Enterprise,Central,Google Ads,Neha,Cybersecurity,88,MQL
L08381,2025-08-17,2025-08-22,2025-08-24,2025-09-08,2025-09-20,461505,34.0,Company_8381,Logistics,Enterprise,South,Webinar,Amit,Cloud Solutions,40,SQL
L08382,2025-09-21,,,,,0,,Company_8382,Logistics,Mid-Market,South,Website,Arjun,Analytics Platform,23,Lead
L08383,2025-08-10,2025-08-17,,,,0,,Company_8383,Manufacturing,Enterprise,West,Email Campaign,Sneha,Cybersecurity,31,Lead
L08384,2025-05-24,,,,,0,,Company_8384,Finance,Small,East,Webinar,Sneha,Cloud Solutions,59,Lead
L08385,2025-02-10,,,,,0,,Company_8385,Retail,Mid-Market,Central,Referral,Vikash,ERP Software,62,Won
L08386,2025-04-09,2025-04-10,2025-04-18,,,0,,Company_8386,Finance,Mid-Market,South,Google Ads,Rahul,CRM Software,14,SQL
L08387,2025-05-09,,,,,0,,Company_8387,Finance,Small,North,Trade Show,Rahul,CRM Software,56,Lead
L08388,2025-12-25,2026-01-01,2026-01-10,,,0,,Company_8388,Healthcare,Mid-Market,South,Webinar,Rahul,CRM Software,24,Won
L08389,2025-05-03,2025-05-05,2025-05-07,2025-05-15,,171603,,Company_8389,Finance,Small,South,Email Campaign,Neha,CRM Software,32,MQL
L08390,2025-03-06,,,,,0,,Company_8390,Finance,Small,South,Google Ads,Amit,CRM Software,31,SQL
L08391,2025-01-17,,,,,0,,Company_8391,Education,Small,West,LinkedIn,Vikash,CRM Software,59,Lead
L08392,2025-11-29,,,,,0,,Company_8392,Manufacturing,Small,North,Email Campaign,Sneha,CRM Software,32,SQL
L08393,2025-09-23,,,,,0,,Company_8393,Finance,Mid-Market,North,Referral,Priya,Cloud Solutions,65,Opportunity
L08394,2025-04-14,2025-04-15,,,,0,,Company_8394,Healthcare,Mid-Market,Central,Website,Amit,ERP Software,34,Lead
L08395,2025-05-09,2025-05-12,,,,0,,Company_8395,Education,Mid-Market,West,Google Ads,Rahul,CRM Software,50,Lead
L08396,2025-02-15,2025-02-20,2025-02-24,2025-03-04,,593392,,Company_8396,Manufacturing,Enterprise,East,Referral,Priya,Analytics Platform,56,Won
L08397,2025-02-19,2025-02-22,2025-02-24,,,0,,Company_8397,Logistics,Mid-Market,Central,LinkedIn,Priya,Cybersecurity,59,Lead
L08398,2025-06-14,2025-06-18,,,,0,,Company_8398,Retail,Mid-Market,East,Trade Show,Neha,ERP Software,66,MQL
L08399,2025-01-14,2025-01-19,2025-01-23,,,0,,Company_8399,Technology,Mid-Market,East,Webinar,Rahul,CRM Software,63,Opportunity
L08400,2025-02-06,2025-02-09,2025-02-14,2025-02-19,2025-03-11,755211,33.0,Company_8400,Education,Mid-Market,South,Trade Show,Neha,Analytics Platform,54,Lead
L08401,2025-07-26,2025-07-27,,,,0,,Company_8401,Education,Small,East,LinkedIn,Arjun,CRM Software,79,MQL
L08402,2025-05-21,2025-05-26,,,,0,,Company_8402,Technology,Enterprise,West,Webinar,Arjun,ERP Software,64,MQL
L08403,2025-07-02,2025-07-04,2025-07-09,2025-07-23,2025-08-15,428734,44.0,Company_8403,Retail,Enterprise,Central,Google Ads,Vikash,CRM Software,76,MQL
L08404,2025-11-20,2025-11-23,,,,0,,Company_8404,Manufacturing,Small,South,Website,Neha,Analytics Platform,65,SQL
L08405,2025-12-18,2025-12-25,,,,0,,Company_8405,Healthcare,Enterprise,East,Website,Priya,Cybersecurity,39,Lead
L08406,2025-10-11,,,,,0,,Company_8406,Education,Small,Central,Google Ads,Amit,Cybersecurity,93,Opportunity
L08407,2025-07-25,2025-07-30,2025-08-05,,,0,,Company_8407,Education,Mid-Market,West,Website,Priya,ERP Software,78,MQL
L08408,2025-08-27,2025-09-02,2025-09-10,,,0,,Company_8408,Manufacturing,Small,East,Trade Show,Vikash,Cloud Solutions,91,MQL
L08409,2025-06-29,,,,,0,,Company_8409,Healthcare,Small,North,Google Ads,Sneha,CRM Software,39,MQL
L08410,2025-08-15,2025-08-20,2025-08-30,2025-09-08,,573186,,Company_8410,Technology,Small,North,Email Campaign,Vikash,Cybersecurity,70,Lead
L08411,2025-09-23,2025-09-30,,,,0,,Company_8411,Technology,Enterprise,Central,Website,Priya,Cloud Solutions,30,Lead
L08412,2025-07-22,,,,,0,,Company_8412,Healthcare,Small,Central,Webinar,Sneha,Analytics Platform,53,Lead
L08413,2025-01-05,2025-01-11,2025-01-14,,,0,,Company_8413,Education,Small,South,Trade Show,Sneha,Cybersecurity,29,Lead
L08414,2025-07-30,2025-08-06,2025-08-10,2025-08-14,2025-08-22,325948,23.0,Company_8414,Finance,Small,North,Google Ads,Sneha,Analytics Platform,56,MQL
L08415,2025-10-03,2025-10-07,2025-10-12,,,0,,Company_8415,Logistics,Enterprise,North,LinkedIn,Priya,Cybersecurity,91,MQL
L08416,2025-11-21,,,,,0,,Company_8416,Technology,Small,South,Trade Show,Arjun,Analytics Platform,25,Lead
L08417,2025-06-26,2025-06-28,2025-07-06,2025-07-17,2025-07-27,992623,31.0,Company_8417,Technology,Enterprise,East,LinkedIn,Arjun,ERP Software,77,Lead
L08418,2025-08-13,2025-08-20,,,,0,,Company_8418,Retail,Mid-Market,North,Google Ads,Sneha,Cybersecurity,47,Lost
L08419,2025-01-02,2025-01-03,,,,0,,Company_8419,Logistics,Mid-Market,South,Trade Show,Vikash,Analytics Platform,82,Won
L08420,2025-04-17,2025-04-24,,,,0,,Company_8420,Healthcare,Mid-Market,West,Website,Sneha,CRM Software,30,SQL
L08421,2025-01-05,2025-01-07,2025-01-14,2025-01-27,,946586,,Company_8421,Manufacturing,Small,South,Website,Priya,Cybersecurity,66,Lead
L08422,2025-01-12,2025-01-19,2025-01-25,2025-01-28,,819102,,Company_8422,Manufacturing,Mid-Market,Central,LinkedIn,Amit,CRM Software,62,Lead
L08423,2025-02-13,,,,,0,,Company_8423,Finance,Mid-Market,Central,Website,Arjun,Cybersecurity,34,Lead
L08424,2025-10-03,,,,,0,,Company_8424,Technology,Enterprise,Central,LinkedIn,Sneha,ERP Software,46,Won
L08425,2025-07-06,2025-07-10,2025-07-15,,,0,,Company_8425,Education,Small,West,Referral,Priya,CRM Software,24,Lead
L08426,2025-03-20,2025-03-21,,,,0,,Company_8426,Logistics,Mid-Market,North,Referral,Arjun,ERP Software,72,MQL
L08427,2025-11-13,,,,,0,,Company_8427,Finance,Mid-Market,East,Referral,Sneha,Cybersecurity,74,Lead
L08428,2025-05-14,2025-05-20,,,,0,,Company_8428,Manufacturing,Small,South,Email Campaign,Neha,Analytics Platform,56,Lead
L08429,2025-04-22,,,,,0,,Company_8429,Technology,Enterprise,West,Website,Amit,Analytics Platform,51,MQL
L08430,2025-03-04,2025-03-10,,,,0,,Company_8430,Finance,Small,North,Trade Show,Neha,Cybersecurity,86,MQL
L08431,2025-09-22,2025-09-24,2025-10-03,2025-10-16,2025-10-21,781482,29.0,Company_8431,Education,Enterprise,West,LinkedIn,Arjun,Analytics Platform,94,MQL
L08432,2025-11-09,,,,,0,,Company_8432,Education,Small,West,Email Campaign,Amit,ERP Software,37,Lead
L08433,2025-08-23,2025-08-29,2025-08-31,2025-09-13,,644358,,Company_8433,Healthcare,Enterprise,East,Referral,Neha,CRM Software,21,Lead
L08434,2025-08-19,2025-08-25,2025-09-03,2025-09-06,,332630,,Company_8434,Finance,Enterprise,South,LinkedIn,Rahul,ERP Software,55,SQL
L08435,2025-12-15,2025-12-16,2025-12-20,,,0,,Company_8435,Logistics,Small,West,Website,Neha,ERP Software,32,MQL
L08436,2025-04-23,2025-04-30,,,,0,,Company_8436,Education,Small,East,Google Ads,Arjun,Cybersecurity,20,Opportunity
L08437,2025-04-30,2025-05-04,2025-05-07,,,0,,Company_8437,Finance,Small,West,Email Campaign,Priya,ERP Software,41,Opportunity
L08438,2025-10-06,,,,,0,,Company_8438,Technology,Small,North,LinkedIn,Priya,CRM Software,28,SQL
L08439,2025-07-01,,,,,0,,Company_8439,Technology,Enterprise,Central,Webinar,Arjun,Cybersecurity,75,Lead
L08440,2025-01-28,,,,,0,,Company_8440,Education,Enterprise,West,LinkedIn,Arjun,ERP Software,19,Lead
L08441,2025-09-09,2025-09-12,,,,0,,Company_8441,Manufacturing,Enterprise,East,Webinar,Sneha,Cybersecurity,76,MQL
L08442,2025-12-31,2026-01-02,,,,0,,Company_8442,Education,Small,North,Google Ads,Amit,Cybersecurity,14,Lead
L08443,2025-02-02,2025-02-05,2025-02-13,,,0,,Company_8443,Education,Small,East,LinkedIn,Sneha,ERP Software,33,Lead
L08444,2025-01-17,2025-01-24,,,,0,,Company_8444,Retail,Enterprise,South,Website,Arjun,CRM Software,65,MQL
L08445,2025-02-08,,,,,0,,Company_8445,Manufacturing,Mid-Market,North,Webinar,Priya,CRM Software,68,Lead
L08446,2025-03-28,2025-04-01,,,,0,,Company_8446,Finance,Small,West,Webinar,Vikash,Analytics Platform,56,Won
L08447,2025-03-05,2025-03-06,,,,0,,Company_8447,Finance,Small,West,Google Ads,Neha,ERP Software,93,Lead
L08448,2025-03-14,,,,,0,,Company_8448,Technology,Mid-Market,North,Email Campaign,Priya,Analytics Platform,23,Lead
L08449,2025-11-27,,,,,0,,Company_8449,Manufacturing,Small,East,Webinar,Amit,ERP Software,13,Won
L08450,2025-06-12,,,,,0,,Company_8450,Retail,Enterprise,South,Trade Show,Sneha,Cloud Solutions,26,MQL
L08451,2025-11-10,2025-11-14,2025-11-24,2025-11-28,2025-12-19,144634,39.0,Company_8451,Finance,Mid-Market,West,Email Campaign,Sneha,ERP Software,55,MQL
L08452,2025-08-30,2025-09-06,,,,0,,Company_8452,Technology,Small,East,Webinar,Vikash,Analytics Platform,64,SQL
L08453,2025-11-21,2025-11-25,2025-11-30,,,0,,Company_8453,Education,Small,East,Google Ads,Priya,ERP Software,55,Lead
L08454,2025-07-28,,,,,0,,Company_8454,Manufacturing,Small,Central,Email Campaign,Neha,Analytics Platform,27,Won
L08455,2025-12-29,,,,,0,,Company_8455,Finance,Mid-Market,South,Website,Rahul,Cybersecurity,41,SQL
L08456,2025-01-06,2025-01-09,,,,0,,Company_8456,Healthcare,Enterprise,North,Webinar,Amit,Analytics Platform,92,Lead
L08457,2025-04-20,2025-04-25,,,,0,,Company_8457,Healthcare,Enterprise,North,Trade Show,Neha,ERP Software,89,SQL
L08458,2025-04-03,,,,,0,,Company_8458,Healthcare,Mid-Market,South,Email Campaign,Priya,CRM Software,66,MQL
L08459,2025-06-12,,,,,0,,Company_8459,Manufacturing,Enterprise,West,Website,Vikash,ERP Software,56,Lead
L08460,2025-12-07,,,,,0,,Company_8460,Manufacturing,Enterprise,South,Trade Show,Neha,CRM Software,11,MQL
L08461,2025-06-21,2025-06-24,2025-07-04,2025-07-18,2025-07-27,977258,36.0,Company_8461,Education,Enterprise,South,Webinar,Neha,Cybersecurity,63,Lead
L08462,2025-10-25,2025-10-30,,,,0,,Company_8462,Logistics,Small,East,Website,Vikash,Cybersecurity,35,Lead
L08463,2025-01-25,2025-01-27,,,,0,,Company_8463,Education,Small,South,Website,Vikash,ERP Software,12,Lead
L08464,2025-06-27,2025-06-30,,,,0,,Company_8464,Finance,Mid-Market,South,Trade Show,Neha,Analytics Platform,17,SQL
L08465,2025-02-24,2025-02-27,,,,0,,Company_8465,Logistics,Mid-Market,North,Website,Vikash,CRM Software,65,Lead
L08466,2025-09-28,2025-10-05,2025-10-10,,,0,,Company_8466,Healthcare,Mid-Market,South,Google Ads,Priya,ERP Software,61,SQL
L08467,2025-01-04,2025-01-08,,,,0,,Company_8467,Healthcare,Small,North,Referral,Rahul,ERP Software,41,Lead
L08468,2025-10-15,,,,,0,,Company_8468,Technology,Mid-Market,East,Website,Rahul,Analytics Platform,46,MQL
L08469,2025-10-30,2025-11-06,2025-11-14,,,0,,Company_8469,Technology,Small,East,Google Ads,Arjun,CRM Software,77,Lead
L08470,2025-10-19,2025-10-26,,,,0,,Company_8470,Technology,Small,East,Google Ads,Vikash,CRM Software,94,Lead
L08471,2025-03-02,2025-03-04,2025-03-14,2025-03-21,2025-04-08,825799,37.0,Company_8471,Technology,Mid-Market,West,Webinar,Priya,CRM Software,86,Won
L08472,2025-02-28,2025-03-05,2025-03-13,2025-03-22,,677617,,Company_8472,Retail,Enterprise,Central,Webinar,Vikash,Cloud Solutions,83,Lead
L08473,2025-05-13,,,,,0,,Company_8473,Manufacturing,Enterprise,East,LinkedIn,Priya,CRM Software,55,Lead
L08474,2025-04-24,2025-04-27,,,,0,,Company_8474,Healthcare,Mid-Market,East,LinkedIn,Neha,Analytics Platform,57,Lost
L08475,2025-07-23,2025-07-25,2025-08-04,2025-08-08,,413829,,Company_8475,Manufacturing,Small,East,Webinar,Sneha,Analytics Platform,92,SQL
L08476,2025-05-27,,,,,0,,Company_8476,Retail,Small,West,Google Ads,Priya,ERP Software,86,Lead
L08477,2025-08-07,2025-08-12,2025-08-22,2025-08-26,2025-09-21,786440,45.0,Company_8477,Finance,Small,North,Google Ads,Vikash,ERP Software,40,MQL
L08478,2025-05-16,2025-05-23,2025-05-31,,,0,,Company_8478,Education,Mid-Market,Central,Email Campaign,Rahul,ERP Software,78,Lead
L08479,2025-03-27,2025-03-31,,,,0,,Company_8479,Healthcare,Small,West,LinkedIn,Sneha,Cybersecurity,66,Opportunity
L08480,2025-07-24,2025-07-26,,,,0,,Company_8480,Manufacturing,Small,South,Referral,Priya,Cloud Solutions,80,MQL
L08481,2025-08-02,,,,,0,,Company_8481,Logistics,Enterprise,West,Referral,Sneha,Cybersecurity,33,SQL
L08482,2025-12-08,2025-12-09,2025-12-14,2025-12-25,2026-01-19,274929,42.0,Company_8482,Technology,Enterprise,Central,Webinar,Amit,Analytics Platform,78,Won
L08483,2025-05-30,2025-06-04,,,,0,,Company_8483,Education,Mid-Market,Central,LinkedIn,Vikash,Cloud Solutions,71,MQL
L08484,2025-04-16,2025-04-21,2025-04-23,,,0,,Company_8484,Manufacturing,Small,South,Website,Amit,Cybersecurity,79,Won
L08485,2025-07-29,2025-08-02,,,,0,,Company_8485,Logistics,Small,North,Webinar,Amit,ERP Software,32,Won
L08486,2025-10-11,2025-10-18,2025-10-23,,,0,,Company_8486,Manufacturing,Small,West,Webinar,Amit,ERP Software,53,Lead
L08487,2025-05-14,,,,,0,,Company_8487,Healthcare,Enterprise,West,Google Ads,Priya,Analytics Platform,83,SQL
L08488,2025-11-08,,,,,0,,Company_8488,Logistics,Mid-Market,West,LinkedIn,Vikash,Cybersecurity,45,Lead
L08489,2025-09-21,2025-09-26,2025-10-01,,,0,,Company_8489,Technology,Mid-Market,East,Webinar,Amit,CRM Software,98,Opportunity
L08490,2025-03-13,2025-03-16,,,,0,,Company_8490,Retail,Enterprise,North,Email Campaign,Neha,CRM Software,32,Lead
L08491,2025-10-20,,,,,0,,Company_8491,Technology,Small,North,Trade Show,Amit,Cloud Solutions,39,Lost
L08492,2025-05-03,2025-05-05,2025-05-09,2025-05-20,2025-06-17,310751,45.0,Company_8492,Education,Small,North,LinkedIn,Neha,ERP Software,61,Lead
L08493,2025-12-11,2025-12-12,2025-12-14,2025-12-28,,488026,,Company_8493,Retail,Enterprise,North,Trade Show,Sneha,Analytics Platform,93,SQL
L08494,2025-03-21,2025-03-26,2025-03-30,2025-04-14,2025-05-08,744477,48.0,Company_8494,Finance,Small,South,Referral,Amit,Cybersecurity,16,SQL
L08495,2025-11-03,2025-11-05,2025-11-09,,,0,,Company_8495,Logistics,Enterprise,North,Referral,Arjun,CRM Software,80,SQL
L08496,2025-01-10,,,,,0,,Company_8496,Healthcare,Mid-Market,West,Website,Sneha,CRM Software,67,Lead
L08497,2025-11-06,,,,,0,,Company_8497,Logistics,Enterprise,East,Webinar,Sneha,CRM Software,39,Lead
L08498,2025-10-23,,,,,0,,Company_8498,Healthcare,Enterprise,East,Email Campaign,Amit,CRM Software,62,Opportunity
L08499,2025-01-18,2025-01-24,,,,0,,Company_8499,Technology,Enterprise,North,Email Campaign,Neha,CRM Software,42,Lost
L08500,2025-08-14,,,,,0,,Company_8500,Retail,Small,Central,Trade Show,Priya,ERP Software,40,Lead
L08501,2025-10-11,2025-10-18,2025-10-28,2025-11-05,2025-11-19,79341,39.0,Company_8501,Healthcare,Enterprise,West,Google Ads,Vikash,CRM Software,49,Lead
L08502,2025-04-16,2025-04-22,2025-04-26,,,0,,Company_8502,Technology,Mid-Market,South,Website,Arjun,ERP Software,32,MQL
L08503,2025-06-08,2025-06-10,2025-06-17,2025-06-20,2025-07-20,464404,42.0,Company_8503,Finance,Enterprise,East,Email Campaign,Neha,Analytics Platform,58,MQL
L08504,2025-08-20,,,,,0,,Company_8504,Finance,Small,West,LinkedIn,Neha,Analytics Platform,42,SQL
L08505,2025-01-17,2025-01-24,,,,0,,Company_8505,Finance,Mid-Market,Central,Trade Show,Amit,ERP Software,18,Lead
L08506,2025-03-04,2025-03-06,2025-03-13,,,0,,Company_8506,Education,Mid-Market,Central,LinkedIn,Vikash,Analytics Platform,30,Opportunity
L08507,2025-05-03,2025-05-06,2025-05-12,,,0,,Company_8507,Technology,Small,West,Trade Show,Neha,Analytics Platform,40,Opportunity
L08508,2025-07-22,,,,,0,,Company_8508,Healthcare,Small,West,Trade Show,Priya,Cloud Solutions,70,MQL
L08509,2025-10-01,2025-10-04,,,,0,,Company_8509,Finance,Enterprise,East,Webinar,Sneha,Cloud Solutions,38,Won
L08510,2025-05-23,2025-05-25,2025-05-30,,,0,,Company_8510,Logistics,Mid-Market,Central,Website,Priya,CRM Software,44,Opportunity
L08511,2025-04-02,2025-04-08,,,,0,,Company_8511,Education,Enterprise,Central,Google Ads,Priya,Cloud Solutions,89,SQL
L08512,2025-10-29,,,,,0,,Company_8512,Retail,Mid-Market,Central,Referral,Sneha,Cybersecurity,63,Lead
L08513,2025-05-18,2025-05-22,2025-05-24,2025-06-04,,776699,,Company_8513,Education,Enterprise,North,Website,Neha,Cloud Solutions,63,Lead
L08514,2025-12-13,,,,,0,,Company_8514,Retail,Mid-Market,South,Website,Amit,Analytics Platform,79,Opportunity
L08515,2025-05-08,2025-05-10,,,,0,,Company_8515,Logistics,Enterprise,East,Trade Show,Priya,Analytics Platform,46,SQL
L08516,2025-05-26,2025-05-27,,,,0,,Company_8516,Retail,Mid-Market,South,Website,Vikash,Analytics Platform,21,Opportunity
L08517,2025-07-28,2025-07-31,,,,0,,Company_8517,Retail,Enterprise,North,Webinar,Rahul,ERP Software,24,SQL
L08518,2025-10-27,2025-11-01,,,,0,,Company_8518,Manufacturing,Enterprise,Central,LinkedIn,Priya,Cloud Solutions,41,SQL
L08519,2025-12-11,2025-12-15,,,,0,,Company_8519,Education,Enterprise,West,Trade Show,Sneha,Cybersecurity,52,Lost
L08520,2025-01-03,2025-01-07,,,,0,,Company_8520,Logistics,Small,East,Webinar,Vikash,Cybersecurity,76,Lead
L08521,2025-10-17,2025-10-19,,,,0,,Company_8521,Healthcare,Enterprise,North,Webinar,Rahul,Cybersecurity,83,Lead
L08522,2025-12-16,2025-12-22,2025-12-28,2026-01-10,,441754,,Company_8522,Technology,Mid-Market,West,Referral,Rahul,CRM Software,55,Lead
L08523,2025-03-18,,,,,0,,Company_8523,Technology,Enterprise,North,Webinar,Sneha,ERP Software,10,MQL
L08524,2025-02-07,2025-02-08,2025-02-11,2025-02-22,,190081,,Company_8524,Healthcare,Mid-Market,North,Google Ads,Arjun,Cloud Solutions,82,Lead
L08525,2025-10-22,2025-10-26,2025-11-03,,,0,,Company_8525,Education,Small,North,Webinar,Sneha,Analytics Platform,87,Lead
L08526,2025-06-28,,,,,0,,Company_8526,Retail,Small,East,Referral,Vikash,Cloud Solutions,94,Won
L08527,2025-08-11,2025-08-17,2025-08-24,,,0,,Company_8527,Logistics,Mid-Market,North,Trade Show,Arjun,CRM Software,91,Lead
L08528,2025-05-13,2025-05-15,,,,0,,Company_8528,Finance,Mid-Market,South,Trade Show,Sneha,ERP Software,63,Lost
L08529,2025-04-19,,,,,0,,Company_8529,Healthcare,Mid-Market,West,Referral,Neha,CRM Software,76,Won
L08530,2025-07-09,,,,,0,,Company_8530,Education,Small,Central,Website,Arjun,ERP Software,97,MQL
L08531,2025-08-20,2025-08-24,,,,0,,Company_8531,Logistics,Small,North,Trade Show,Arjun,Cloud Solutions,49,SQL
L08532,2025-08-03,2025-08-05,2025-08-08,2025-08-23,2025-09-14,66969,42.0,Company_8532,Education,Enterprise,North,Email Campaign,Arjun,CRM Software,54,MQL
L08533,2025-10-06,2025-10-07,,,,0,,Company_8533,Finance,Mid-Market,East,Referral,Sneha,Cloud Solutions,100,Lead
L08534,2025-03-01,2025-03-07,2025-03-11,,,0,,Company_8534,Logistics,Small,West,Referral,Vikash,CRM Software,34,Won
L08535,2025-10-27,2025-10-31,2025-11-06,2025-11-13,2025-11-27,553085,31.0,Company_8535,Manufacturing,Small,West,Webinar,Amit,Analytics Platform,15,Lost
L08536,2025-12-31,2026-01-01,,,,0,,Company_8536,Finance,Enterprise,North,Webinar,Priya,ERP Software,61,MQL
L08537,2025-11-05,,,,,0,,Company_8537,Logistics,Enterprise,East,Trade Show,Sneha,CRM Software,32,Opportunity
L08538,2025-05-06,2025-05-07,2025-05-11,,,0,,Company_8538,Manufacturing,Small,West,Email Campaign,Neha,CRM Software,88,Lead
L08539,2025-12-25,2026-01-01,,,,0,,Company_8539,Technology,Mid-Market,North,Google Ads,Neha,CRM Software,58,MQL
L08540,2025-09-22,,,,,0,,Company_8540,Logistics,Enterprise,Central,Referral,Priya,Analytics Platform,17,Lead
L08541,2025-08-25,2025-08-29,2025-09-02,,,0,,Company_8541,Healthcare,Enterprise,East,Trade Show,Amit,ERP Software,99,Won
L08542,2025-04-27,,,,,0,,Company_8542,Retail,Mid-Market,West,LinkedIn,Rahul,Cybersecurity,34,Won
L08543,2025-12-08,2025-12-15,,,,0,,Company_8543,Retail,Small,East,Webinar,Sneha,Cloud Solutions,36,Won
L08544,2025-08-30,2025-09-03,,,,0,,Company_8544,Technology,Mid-Market,East,Google Ads,Vikash,Cloud Solutions,31,Won
L08545,2025-08-08,2025-08-11,,,,0,,Company_8545,Finance,Mid-Market,West,Google Ads,Sneha,CRM Software,96,Opportunity
L08546,2025-06-26,2025-07-03,2025-07-07,2025-07-13,2025-08-11,91082,46.0,Company_8546,Technology,Mid-Market,West,Google Ads,Sneha,Analytics Platform,100,Lead
L08547,2025-03-04,,,,,0,,Company_8547,Finance,Enterprise,Central,Webinar,Rahul,Cloud Solutions,45,Lead
L08548,2025-10-22,,,,,0,,Company_8548,Healthcare,Enterprise,East,Trade Show,Amit,ERP Software,70,MQL
L08549,2025-12-19,,,,,0,,Company_8549,Logistics,Small,East,Email Campaign,Amit,CRM Software,33,Lost
L08550,2025-01-09,,,,,0,,Company_8550,Education,Mid-Market,West,Referral,Priya,Analytics Platform,25,SQL
L08551,2025-04-17,,,,,0,,Company_8551,Education,Enterprise,North,LinkedIn,Amit,CRM Software,51,Lead
L08552,2025-11-22,2025-11-25,2025-12-01,,,0,,Company_8552,Manufacturing,Small,South,Google Ads,Sneha,ERP Software,91,MQL
L08553,2025-09-08,2025-09-12,2025-09-21,2025-09-28,2025-10-03,226082,25.0,Company_8553,Technology,Enterprise,North,LinkedIn,Amit,CRM Software,61,Lead
L08554,2025-07-25,2025-07-30,,,,0,,Company_8554,Technology,Mid-Market,West,Google Ads,Amit,Analytics Platform,60,Lost
L08555,2025-07-06,2025-07-10,,,,0,,Company_8555,Logistics,Enterprise,Central,Webinar,Amit,Cloud Solutions,30,SQL
L08556,2025-06-25,2025-06-30,2025-07-08,,,0,,Company_8556,Healthcare,Small,West,Referral,Neha,Analytics Platform,32,Lead
L08557,2025-12-05,2025-12-08,2025-12-10,2025-12-24,2026-01-20,904086,46.0,Company_8557,Technology,Enterprise,North,Webinar,Neha,Cloud Solutions,45,Lead
L08558,2025-12-17,2025-12-21,,,,0,,Company_8558,Manufacturing,Small,North,Google Ads,Sneha,Cybersecurity,64,Won
L08559,2025-08-21,2025-08-22,2025-08-30,2025-09-11,,369160,,Company_8559,Technology,Mid-Market,West,Trade Show,Sneha,ERP Software,59,SQL
L08560,2025-10-28,,,,,0,,Company_8560,Retail,Enterprise,Central,Google Ads,Sneha,CRM Software,60,Lead
L08561,2025-03-20,2025-03-24,2025-04-03,,,0,,Company_8561,Retail,Enterprise,West,Webinar,Rahul,Cybersecurity,70,Lead
L08562,2025-02-09,2025-02-10,2025-02-12,2025-02-23,2025-03-02,209233,21.0,Company_8562,Finance,Enterprise,North,Website,Rahul,Cybersecurity,94,SQL
L08563,2025-07-14,2025-07-20,2025-07-29,2025-08-11,2025-08-16,624825,33.0,Company_8563,Healthcare,Mid-Market,South,Email Campaign,Amit,Cloud Solutions,91,Lost
L08564,2025-01-15,2025-01-17,2025-01-23,,,0,,Company_8564,Technology,Mid-Market,Central,Google Ads,Amit,ERP Software,28,Lead
